chr,pos,strand,mc_count,total
chr1,3676014,*,1,1
chr1,3679527,*,1,1
chr1,3690227,*,1,1
chr1,3701927,*,1,1
chr1,3702034,*,1,1
chr1,3718826,*,2,2
chr1,3719880,*,1,1
chr1,3739511,*,1,1
chr1,3739580,*,2,2
chr1,3740445,*,1,1
chr1,3748679,*,2,2
chr1,3754212,*,1,1
chr1,3760659,*,1,1
chr1,3762923,*,1,1
chr1,3789099,*,1,1
chr1,3793778,*,0,1
chr1,3802625,*,1,1
chr1,3802975,*,1,1
chr1,3812911,*,1,1
chr1,3812913,*,1,1
chr1,3819249,*,0,1
chr1,3819405,*,2,2
chr1,3819435,*,2,2
chr1,3819454,*,2,2
chr1,3823588,*,0,1
chr1,3833483,*,1,1
chr1,3833520,*,1,1
chr1,3833786,*,1,1
chr1,3871935,*,1,1
chr1,3875790,*,1,1
chr1,3879133,*,1,1
chr1,3893584,*,1,1
chr1,3893637,*,1,1
chr1,3900666,*,0,1
chr1,3907189,*,1,1
chr1,3908286,*,0,2
chr1,3941621,*,3,3
chr1,3951852,*,1,1
chr1,3953550,*,1,1
chr1,3953610,*,1,1
chr1,3953687,*,0,1
chr1,3953701,*,1,1
chr1,3953724,*,1,1
chr1,3954858,*,1,1
chr1,3969150,*,1,1
chr1,3970674,*,0,1
chr1,3970680,*,0,1
chr1,3971307,*,1,1
chr1,3971601,*,2,2
chr1,3973427,*,2,2
chr1,3973454,*,2,2
chr1,3975235,*,2,2
chr1,3975264,*,2,2
chr1,3977777,*,1,1
chr1,3977786,*,1,1
chr1,3977816,*,1,1
chr1,3977842,*,1,1
chr1,3978028,*,0,1
chr1,3978079,*,1,1
chr1,3978273,*,1,1
chr1,3978683,*,1,1
chr1,3980616,*,2,2
chr1,3981091,*,1,1
chr1,3981141,*,1,1
chr1,3981196,*,1,1
chr1,3981835,*,1,1
chr1,3981872,*,1,1
chr1,3986556,*,1,1
chr1,3986576,*,1,1
chr1,3986579,*,1,1
chr1,3987331,*,1,1
chr1,3987372,*,1,1
chr1,3987422,*,2,2
chr1,3987427,*,2,2
chr1,3987441,*,1,1
chr1,3987469,*,1,1
chr1,3987505,*,1,1
chr1,3987919,*,1,1
chr1,3987926,*,1,1
chr1,3987943,*,1,1
chr1,3987945,*,1,1
chr1,3987952,*,1,1
chr1,3987959,*,1,1
chr1,3987982,*,1,1
chr1,3988950,*,1,1
chr1,3989217,*,1,1
chr1,3989274,*,1,1
chr1,3992556,*,0,1
chr1,3999110,*,0,1
chr1,4018221,*,1,1
chr1,4036621,*,1,1
chr1,4037420,*,1,1
chr1,4038037,*,1,1
chr1,4039782,*,1,1
chr1,4049733,*,2,2
chr1,4051268,*,1,1
chr1,4052477,*,1,1
chr1,4053873,*,1,1
chr1,4056327,*,1,1
chr1,4056439,*,1,1
chr1,4057891,*,1,1
chr1,4065219,*,1,1
chr1,4074967,*,1,1
chr1,4076449,*,1,1
chr1,4085757,*,1,1
chr1,4085770,*,1,1
chr1,4085782,*,1,1
chr1,4085796,*,1,1
chr1,4087866,*,1,1
chr1,4092760,*,1,1
chr1,4093274,*,1,1
chr1,4102591,*,1,1
chr1,4112788,*,2,2
chr1,4112827,*,2,2
chr1,4115546,*,2,2
chr1,4136347,*,1,1
chr1,4146972,*,1,1
chr1,4147019,*,1,1
chr1,4163185,*,1,1
chr1,4163218,*,1,1
chr1,4176389,*,1,1
chr1,4176466,*,1,1
chr1,4176703,*,1,1
chr1,4182410,*,1,1
chr1,4187723,*,1,1
chr1,4187783,*,2,2
chr1,4187801,*,2,2
chr1,4187803,*,2,2
chr1,4187820,*,2,2
chr1,4187844,*,2,2
chr1,4187997,*,1,1
chr1,4201809,*,1,1
chr1,4202308,*,1,1
chr1,4202656,*,1,1
chr1,4202685,*,1,1
chr1,4202704,*,1,1
chr1,4219857,*,1,1
chr1,4240398,*,1,1
chr1,4254613,*,1,1
chr1,4293809,*,1,1
chr1,4293821,*,1,1
chr1,4318384,*,1,1
chr1,4327519,*,1,1
chr1,4327525,*,1,1
chr1,4329246,*,2,2
chr1,4331593,*,1,1
chr1,4331636,*,1,1
chr1,4334798,*,3,3
chr1,4335010,*,1,1
chr1,4340383,*,1,1
chr1,4347281,*,0,1
chr1,4357986,*,1,1
chr1,4362220,*,1,1
chr1,4362400,*,2,2
chr1,4369326,*,1,1
chr1,4375369,*,1,1
chr1,4375397,*,1,1
chr1,4376594,*,1,1
chr1,4390878,*,1,1
chr1,4390895,*,1,1
chr1,4391144,*,2,2
chr1,4399810,*,0,1
chr1,4400001,*,1,1
chr1,4400043,*,1,1
chr1,4405188,*,1,1
chr1,4405258,*,1,1
chr1,4406915,*,1,1
chr1,4406960,*,1,1
chr1,4410703,*,1,1
chr1,4410811,*,0,1
chr1,4412435,*,2,2
chr1,4412448,*,2,2
chr1,4412759,*,1,1
chr1,4412781,*,1,1
chr1,4421146,*,1,1
chr1,4425014,*,1,1
chr1,4425730,*,2,2
chr1,4425748,*,1,1
chr1,4426017,*,3,3
chr1,4439891,*,1,1
chr1,4447478,*,1,1
chr1,4447605,*,2,2
chr1,4449184,*,1,1
chr1,4449205,*,0,1
chr1,4449501,*,1,1
chr1,4453016,*,1,1
chr1,4455903,*,3,3
chr1,4457715,*,1,1
chr1,4458173,*,1,1
chr1,4461210,*,1,1
chr1,4461250,*,1,1
chr1,4461264,*,1,1
chr1,4463880,*,1,1
chr1,4464079,*,1,1
chr1,4473688,*,1,1
chr1,4490726,*,0,1
chr1,4491923,*,2,2
chr1,4491933,*,0,2
chr1,4491949,*,0,2
chr1,4492019,*,0,1
chr1,4492028,*,0,1
chr1,4492043,*,0,2
chr1,4492045,*,0,2
chr1,4492054,*,0,2
chr1,4492056,*,0,2
chr1,4492061,*,0,2
chr1,4492069,*,0,2
chr1,4492072,*,0,2
chr1,4492076,*,0,2
chr1,4492085,*,0,2
chr1,4492087,*,0,2
chr1,4492090,*,0,2
chr1,4492108,*,0,2
chr1,4492118,*,0,2
chr1,4493257,*,0,1
chr1,4493268,*,0,1
chr1,4493289,*,0,1
chr1,4493307,*,0,1
chr1,4493341,*,0,2
chr1,4493343,*,0,2
chr1,4493350,*,0,2
chr1,4493352,*,0,2
chr1,4493357,*,0,2
chr1,4493373,*,0,2
chr1,4493382,*,0,1
chr1,4493389,*,0,1
chr1,4493395,*,0,1
chr1,4493419,*,0,1
chr1,4493425,*,0,1
chr1,4496253,*,0,1
chr1,4496280,*,0,1
chr1,4496354,*,0,2
chr1,4497848,*,0,1
chr1,4497875,*,0,1
chr1,4508230,*,1,1
chr1,4509584,*,1,2
chr1,4510847,*,1,1
chr1,4517973,*,1,1
chr1,4518155,*,1,1
chr1,4518191,*,1,1
chr1,4523474,*,1,1
chr1,4523484,*,1,1
chr1,4523572,*,1,1
chr1,4527107,*,1,1
chr1,4528698,*,1,1
chr1,4536995,*,1,1
chr1,4540526,*,1,1
chr1,4543235,*,2,2
chr1,4544013,*,1,1
chr1,4544029,*,1,1
chr1,4544047,*,1,1
chr1,4545368,*,1,1
chr1,4545698,*,4,4
chr1,4551596,*,1,1
chr1,4551652,*,1,1
chr1,4551657,*,1,1
chr1,4553936,*,1,1
chr1,4554885,*,1,1
chr1,4559507,*,1,1
chr1,4559514,*,1,1
chr1,4559540,*,1,1
chr1,4559602,*,1,1
chr1,4559616,*,1,1
chr1,4572229,*,0,2
chr1,4572248,*,0,2
chr1,4573228,*,1,1
chr1,4578972,*,1,1
chr1,4579066,*,1,1
chr1,4584938,*,1,1
chr1,4590955,*,2,2
chr1,4591177,*,1,1
chr1,4591214,*,0,1
chr1,4591268,*,1,1
chr1,4591279,*,1,1
chr1,4591289,*,1,1
chr1,4596768,*,1,1
chr1,4597831,*,2,2
chr1,4604256,*,0,1
chr1,4604289,*,0,1
chr1,4608756,*,1,1
chr1,4610889,*,1,1
chr1,4610911,*,1,1
chr1,4612189,*,1,1
chr1,4615922,*,1,1
chr1,4616188,*,1,1
chr1,4616194,*,1,1
chr1,4616206,*,1,1
chr1,4616275,*,1,1
chr1,4617787,*,0,1
chr1,4617808,*,1,1
chr1,4622074,*,1,1
chr1,4623184,*,1,1
chr1,4623212,*,1,1
chr1,4623416,*,1,1
chr1,4623453,*,1,1
chr1,4632138,*,1,1
chr1,4641602,*,2,2
chr1,4641610,*,2,2
chr1,4643553,*,1,1
chr1,4644885,*,2,2
chr1,4645136,*,3,3
chr1,4645200,*,3,3
chr1,4656158,*,1,1
chr1,4660369,*,1,1
chr1,4660976,*,1,1
chr1,4660992,*,1,1
chr1,4670006,*,1,1
chr1,4688896,*,1,1
chr1,4688911,*,1,1
chr1,4688930,*,1,1
chr1,4688968,*,1,1
chr1,4690591,*,1,1
chr1,4699905,*,1,1
chr1,4699936,*,1,1
chr1,4700001,*,1,1
chr1,4700807,*,1,1
chr1,4705461,*,1,1
chr1,4705475,*,1,1
chr1,4705509,*,1,1
chr1,4717105,*,1,1
chr1,4717428,*,1,1
chr1,4717468,*,1,1
chr1,4736641,*,1,1
chr1,4740211,*,1,1
chr1,4740231,*,1,1
chr1,4742480,*,1,1
chr1,4742491,*,1,1
chr1,4742536,*,1,1
chr1,4748257,*,0,1
chr1,4748296,*,0,1
chr1,4748579,*,1,1
chr1,4748586,*,1,1
chr1,4748593,*,1,1
chr1,4748602,*,1,1
chr1,4748632,*,1,1
chr1,4754253,*,1,1
chr1,4754264,*,1,1
chr1,4758132,*,1,1
chr1,4758144,*,1,1
chr1,4758152,*,1,1
chr1,4762175,*,1,1
chr1,4762210,*,1,1
chr1,4762273,*,1,1
chr1,4769045,*,1,1
chr1,4769083,*,1,1
chr1,4777105,*,3,3
chr1,4777121,*,3,3
chr1,4795384,*,1,1
chr1,4795393,*,1,1
chr1,4795397,*,1,1
chr1,4807782,*,0,1
chr1,4807799,*,0,1
chr1,4807802,*,0,1
chr1,4807804,*,0,1
chr1,4807810,*,0,1
chr1,4807812,*,0,1
chr1,4807816,*,0,1
chr1,4807818,*,0,1
chr1,4807826,*,0,1
chr1,4807828,*,0,1
chr1,4807830,*,0,1
chr1,4807834,*,0,1
chr1,4807842,*,0,1
chr1,4807856,*,0,1
chr1,4807863,*,1,1
chr1,4807871,*,0,1
chr1,4807883,*,0,1
chr1,4807889,*,0,1
chr1,4807892,*,0,1
chr1,4808292,*,0,1
chr1,4808321,*,0,1
chr1,4809949,*,1,1
chr1,4810473,*,1,1
chr1,4810552,*,1,1
chr1,4811758,*,1,1
chr1,4812186,*,1,1
chr1,4812199,*,1,1
chr1,4817672,*,1,1
chr1,4828980,*,1,1
chr1,4829048,*,1,1
chr1,4830919,*,1,1
chr1,4831482,*,0,1
chr1,4832214,*,1,1
chr1,4833409,*,1,1
chr1,4833419,*,1,1
chr1,4833486,*,1,1
chr1,4833494,*,1,1
chr1,4833498,*,1,1
chr1,4835789,*,0,1
chr1,4836525,*,1,1
chr1,4837454,*,1,1
chr1,4839680,*,1,1
chr1,4844565,*,1,1
chr1,4844635,*,1,1
chr1,4844648,*,1,1
chr1,4844652,*,1,1
chr1,4845715,*,2,2
chr1,4845719,*,2,2
chr1,4845750,*,2,2
chr1,4845767,*,2,2
chr1,4849999,*,1,1
chr1,4850007,*,1,1
chr1,4850099,*,1,1
chr1,4850112,*,0,1
chr1,4855247,*,0,3
chr1,4855832,*,1,1
chr1,4855882,*,0,1
chr1,4866448,*,1,1
chr1,4866488,*,1,1
chr1,4869635,*,1,1
chr1,4869664,*,0,1
chr1,4869732,*,0,1
chr1,4878060,*,1,1
chr1,4878155,*,0,1
chr1,4880736,*,1,1
chr1,4880743,*,1,1
chr1,4880778,*,1,1
chr1,4880790,*,1,1
chr1,4883114,*,1,1
chr1,4884980,*,1,1
chr1,4885143,*,1,1
chr1,4886161,*,1,1
chr1,4886963,*,1,1
chr1,4901144,*,1,1
chr1,4906332,*,1,1
chr1,4906576,*,1,1
chr1,4910398,*,0,1
chr1,4910504,*,1,1
chr1,4911157,*,0,1
chr1,4923127,*,0,1
chr1,4923130,*,0,1
chr1,4925963,*,1,1
chr1,4947301,*,0,1
chr1,4947312,*,1,1
chr1,4947334,*,1,1
chr1,4947370,*,1,1
chr1,4947372,*,1,1
chr1,4947767,*,1,1
chr1,4948137,*,1,1
chr1,4948165,*,1,1
chr1,4981054,*,1,1
chr1,4986232,*,1,1
chr1,4987143,*,1,1
chr1,4987968,*,1,1
chr1,4987980,*,1,1
chr1,4987985,*,1,1
chr1,4988007,*,1,1
chr1,4990547,*,0,1
chr1,4993319,*,2,2
chr1,5000391,*,2,2
chr1,5000787,*,1,1
chr1,5007782,*,1,1
chr1,5009785,*,1,1
chr1,5009832,*,1,1
chr1,5011409,*,2,2
chr1,5012901,*,1,1
chr1,5012950,*,0,1
chr1,5016389,*,0,1
chr1,5019021,*,0,1
chr1,5019028,*,0,1
chr1,5019045,*,0,1
chr1,5019077,*,0,1
chr1,5019534,*,0,1
chr1,5019539,*,0,1
chr1,5019542,*,0,1
chr1,5019546,*,0,1
chr1,5019550,*,0,1
chr1,5019581,*,0,1
chr1,5019594,*,0,1
chr1,5019602,*,0,1
chr1,5019611,*,0,1
chr1,5020612,*,0,1
chr1,5020645,*,0,1
chr1,5020674,*,0,1
chr1,5022897,*,0,1
chr1,5022902,*,0,1
chr1,5022926,*,0,1
chr1,5022929,*,0,1
chr1,5022935,*,0,1
chr1,5022941,*,0,1
chr1,5022945,*,0,1
chr1,5022969,*,0,1
chr1,5023005,*,0,1
chr1,5023179,*,0,2
chr1,5023235,*,0,2
chr1,5023530,*,0,2
chr1,5023553,*,0,2
chr1,5023614,*,0,2
chr1,5023620,*,0,2
chr1,5023623,*,0,2
chr1,5023626,*,0,2
chr1,5023639,*,0,2
chr1,5023973,*,0,1
chr1,5024024,*,0,1
chr1,5047253,*,1,1
chr1,5047332,*,1,1
chr1,5047337,*,1,1
chr1,5047340,*,1,1
chr1,5047357,*,1,1
chr1,5047416,*,1,1
chr1,5047448,*,1,1
chr1,5047481,*,1,1
chr1,5047486,*,0,1
chr1,5047491,*,1,1
chr1,5047518,*,1,1
chr1,5048532,*,1,1
chr1,5051873,*,1,1
chr1,5052087,*,2,2
chr1,5052703,*,1,1
chr1,5052755,*,1,1
chr1,5053837,*,1,1
chr1,5053878,*,0,1
chr1,5053881,*,1,1
chr1,5062421,*,2,2
chr1,5062454,*,3,3
chr1,5062456,*,3,3
chr1,5062491,*,3,3
chr1,5062539,*,1,1
chr1,5066704,*,0,1
chr1,5066737,*,1,1
chr1,5071225,*,0,1
chr1,5071238,*,0,1
chr1,5072946,*,1,1
chr1,5072967,*,2,2
chr1,5072988,*,2,2
chr1,5073064,*,2,2
chr1,5075771,*,1,1
chr1,5082284,*,2,2
chr1,5090766,*,1,1
chr1,5096893,*,1,1
chr1,5105751,*,0,1
chr1,5105776,*,1,1
chr1,5111111,*,0,1
chr1,5111168,*,1,1
chr1,5111195,*,1,1
chr1,5117438,*,1,1
chr1,5117453,*,1,1
chr1,5120253,*,1,1
chr1,5120257,*,1,1
chr1,5120265,*,0,1
chr1,5126480,*,1,1
chr1,5131378,*,0,2
chr1,5132461,*,1,1
chr1,5135902,*,1,1
chr1,5147895,*,1,1
chr1,5149153,*,0,1
chr1,5149220,*,1,1
chr1,5157035,*,2,2
chr1,5159388,*,1,1
chr1,5159425,*,1,1
chr1,5161602,*,2,2
chr1,5169938,*,1,1
chr1,5169971,*,1,1
chr1,5170047,*,1,1
chr1,5171474,*,1,1
chr1,5174258,*,0,1
chr1,5174329,*,1,1
chr1,5175568,*,1,1
chr1,5181937,*,1,1
chr1,5181989,*,1,1
chr1,5184470,*,2,2
chr1,5184496,*,2,2
chr1,5184523,*,2,2
chr1,5184539,*,2,2
chr1,5186532,*,1,1
chr1,5196958,*,1,1
chr1,5219447,*,1,1
chr1,5219507,*,1,1
chr1,5228071,*,1,1
chr1,5228121,*,0,1
chr1,5228240,*,0,1
chr1,5228313,*,1,1
chr1,5228319,*,1,1
chr1,5228671,*,1,1
chr1,5229101,*,1,1
chr1,5229319,*,1,1
chr1,5244918,*,1,1
chr1,5259614,*,1,1
chr1,5263238,*,1,1
chr1,5263621,*,1,1
chr1,5285324,*,1,1
chr1,5286035,*,1,1
chr1,5286108,*,1,1
chr1,5286140,*,0,1
chr1,5286184,*,1,1
chr1,5297157,*,1,1
chr1,5297180,*,1,1
chr1,5297192,*,1,1
chr1,5304553,*,1,1
chr1,5304592,*,1,1
chr1,5304633,*,1,1
chr1,5313709,*,1,1
chr1,5324066,*,2,2
chr1,5324086,*,2,2
chr1,5324137,*,2,2
chr1,5324144,*,2,2
chr1,5324159,*,2,2
chr1,5324163,*,2,2
chr1,5324168,*,2,2
chr1,5324335,*,1,1
chr1,5324338,*,1,1
chr1,5326187,*,1,1
chr1,5329791,*,1,1
chr1,5330564,*,2,2
chr1,5330723,*,1,1
chr1,5330737,*,1,1
chr1,5344432,*,0,1
chr1,5346026,*,2,2
chr1,5346061,*,2,2
chr1,5346078,*,2,2
chr1,5348761,*,1,1
chr1,5357594,*,1,1
chr1,5357662,*,1,1
chr1,5357720,*,1,1
chr1,5357818,*,1,1
chr1,5357873,*,1,1
chr1,5359077,*,3,3
chr1,5361748,*,0,1
chr1,5378975,*,1,1
chr1,5390146,*,1,1
chr1,5411861,*,1,1
chr1,5411863,*,1,1
chr1,5412994,*,1,1
chr1,5413048,*,1,1
chr1,5414117,*,1,1
chr1,5414199,*,1,1
chr1,5420599,*,1,1
chr1,5421314,*,1,1
chr1,5421438,*,1,1
chr1,5423383,*,1,1
chr1,5423433,*,1,1
chr1,5423445,*,1,1
chr1,5423462,*,1,1
chr1,5423488,*,0,1
chr1,5430623,*,1,1
chr1,5430661,*,1,1
chr1,5430690,*,1,1
chr1,5430700,*,1,1
chr1,5436990,*,1,1
chr1,5440216,*,1,1
chr1,5440247,*,1,1
chr1,5442791,*,1,1
chr1,5442935,*,1,1
chr1,5442967,*,1,1
chr1,5444534,*,1,1
chr1,5445631,*,1,1
chr1,5445647,*,0,1
chr1,5468418,*,1,1
chr1,5470923,*,1,1
chr1,5471751,*,1,1
chr1,5474034,*,2,2
chr1,5474319,*,1,1
chr1,5480394,*,1,1
chr1,5484125,*,2,2
chr1,5485282,*,1,1
chr1,5485662,*,0,1
chr1,5517409,*,1,1
chr1,5517466,*,1,1
chr1,5517687,*,1,1
chr1,5518279,*,1,1
chr1,5528929,*,0,1
chr1,5528995,*,1,1
chr1,5529167,*,2,2
chr1,5529201,*,2,2
chr1,5545682,*,1,1
chr1,5545699,*,1,1
chr1,5546850,*,1,1
chr1,5546888,*,1,1
chr1,5550221,*,1,1
chr1,5558393,*,1,1
chr1,5569468,*,1,1
chr1,5582407,*,1,1
chr1,5584657,*,1,1
chr1,5584706,*,1,1
chr1,5585389,*,1,1
chr1,5587422,*,0,2
chr1,5595034,*,1,1
chr1,5595071,*,1,1
chr1,5604319,*,1,1
chr1,5611724,*,1,1
chr1,5619250,*,1,1
chr1,5622772,*,1,1
chr1,5622816,*,1,1
chr1,5624916,*,2,2
chr1,5640621,*,1,1
chr1,5640697,*,1,1
chr1,5647336,*,2,2
chr1,5651426,*,1,1
chr1,5654497,*,1,1
chr1,5655291,*,2,2
chr1,5657233,*,1,1
chr1,5658160,*,1,1
chr1,5662641,*,2,2
chr1,5666230,*,1,1
chr1,5674408,*,0,1
chr1,5674507,*,0,1
chr1,5685799,*,1,1
chr1,5685835,*,1,1
chr1,5685881,*,1,1
chr1,5689242,*,1,1
chr1,5690247,*,2,2
chr1,5691828,*,1,1
chr1,5693185,*,1,1
chr1,5693247,*,2,2
chr1,5694565,*,1,1
chr1,5697843,*,1,1
chr1,5697850,*,1,1
chr1,5698992,*,3,3
chr1,5699679,*,1,1
chr1,5710615,*,1,1
chr1,5731960,*,1,1
chr1,5749504,*,1,1
chr1,5752514,*,1,1
chr1,5784185,*,1,1
chr1,5784459,*,1,1
chr1,5790964,*,1,1
chr1,5790991,*,1,1
chr1,5800173,*,1,1
chr1,5800227,*,1,1
chr1,5800237,*,1,1
chr1,5803886,*,2,2
chr1,5808075,*,0,1
chr1,5808085,*,1,1
chr1,5814616,*,2,2
chr1,5816945,*,1,1
chr1,5820398,*,2,2
chr1,5820402,*,2,2
chr1,5820407,*,2,2
chr1,5820414,*,2,2
chr1,5820421,*,2,2
chr1,5820456,*,2,2
chr1,5820470,*,2,2
chr1,5829574,*,1,1
chr1,5829586,*,1,1
chr1,5829616,*,1,1
chr1,5829738,*,1,1
chr1,5839875,*,1,1
chr1,5839902,*,1,1
chr1,5843530,*,1,1
chr1,5843565,*,1,1
chr1,5843577,*,1,1
chr1,5853600,*,1,1
chr1,5853602,*,1,1
chr1,5862260,*,1,1
chr1,5870522,*,2,2
chr1,5875060,*,2,2
chr1,5875082,*,1,1
chr1,5882239,*,3,3
chr1,5882267,*,3,3
chr1,5882583,*,2,2
chr1,5882680,*,3,3
chr1,5886216,*,1,1
chr1,5892762,*,1,1
chr1,5904071,*,2,2
chr1,5909011,*,3,3
chr1,5914041,*,1,1
chr1,5917155,*,0,1
chr1,5917161,*,0,1
chr1,5917177,*,0,1
chr1,5917189,*,0,1
chr1,5917195,*,0,1
chr1,5917218,*,0,1
chr1,5917242,*,0,1
chr1,5917245,*,0,1
chr1,5917254,*,0,1
chr1,5917861,*,0,1
chr1,5923973,*,1,1
chr1,5924138,*,1,1
chr1,5934164,*,1,1
chr1,5936515,*,1,1
chr1,5936576,*,1,1
chr1,5945948,*,1,1
chr1,5946947,*,1,1
chr1,5952237,*,1,1
chr1,5958424,*,1,1
chr1,5958428,*,1,1
chr1,5958464,*,1,1
chr1,5967302,*,2,2
chr1,5967305,*,2,2
chr1,5968195,*,1,1
chr1,5970628,*,1,1
chr1,5970878,*,1,1
chr1,5975619,*,1,1
chr1,5981029,*,1,1
chr1,5981075,*,1,1
chr1,5985680,*,2,2
chr1,5998111,*,1,1
chr1,6000450,*,1,1
chr1,6015608,*,1,1
chr1,6015825,*,1,1
chr1,6017769,*,1,1
chr1,6019118,*,0,2
chr1,6021604,*,1,1
chr1,6025493,*,1,1
chr1,6026920,*,1,1
chr1,6026931,*,1,1
chr1,6026935,*,1,1
chr1,6027009,*,1,1
chr1,6027011,*,1,1
chr1,6027013,*,1,1
chr1,6027759,*,1,1
chr1,6027767,*,1,1
chr1,6033763,*,1,1
chr1,6043643,*,0,1
chr1,6043749,*,1,1
chr1,6046564,*,1,1
chr1,6046582,*,1,1
chr1,6046657,*,1,1
chr1,6058351,*,1,1
chr1,6066486,*,1,1
chr1,6071684,*,1,1
chr1,6073649,*,1,1
chr1,6086046,*,1,1
chr1,6086069,*,1,1
chr1,6097393,*,1,1
chr1,6097409,*,1,1
chr1,6101507,*,1,1
chr1,6113267,*,1,1
chr1,6113357,*,1,1
chr1,6119632,*,1,1
chr1,6135300,*,0,1
chr1,6135858,*,1,1
chr1,6144383,*,0,1
chr1,6150180,*,1,1
chr1,6150608,*,1,1
chr1,6152728,*,0,2
chr1,6158117,*,1,1
chr1,6158413,*,2,2
chr1,6158476,*,2,2
chr1,6160612,*,2,2
chr1,6165803,*,1,1
chr1,6166361,*,1,1
chr1,6166623,*,0,1
chr1,6166690,*,1,1
chr1,6166835,*,0,1
chr1,6175138,*,2,2
chr1,6188077,*,1,1
chr1,6195876,*,1,1
chr1,6196594,*,1,1
chr1,6196596,*,1,1
chr1,6200670,*,1,1
chr1,6202396,*,1,1
chr1,6202487,*,0,1
chr1,6210491,*,1,1
chr1,6210514,*,1,1
