chr,pos,strand,mc_count,total
chr1,3216299,*,1,1
chr1,3216317,*,1,1
chr1,3216335,*,1,1
chr1,3221314,*,2,2
chr1,3228725,*,1,1
chr1,3228744,*,1,1
chr1,3235884,*,1,1
chr1,3241986,*,2,2
chr1,3242046,*,2,2
chr1,3244579,*,1,1
chr1,3245839,*,1,1
chr1,3249072,*,1,1
chr1,3260233,*,1,1
chr1,3271513,*,1,1
chr1,3273877,*,1,1
chr1,3273911,*,1,1
chr1,3289301,*,2,2
chr1,3294846,*,1,1
chr1,3306298,*,0,1
chr1,3321368,*,0,1
chr1,3321408,*,1,1
chr1,3321415,*,1,1
chr1,3324067,*,1,1
chr1,3327851,*,1,1
chr1,3336981,*,1,1
chr1,3337917,*,1,1
chr1,3339529,*,2,2
chr1,3339671,*,1,1
chr1,3343223,*,1,1
chr1,3346654,*,0,1
chr1,3367090,*,1,1
chr1,3367136,*,1,1
chr1,3368039,*,2,2
chr1,3370759,*,2,2
chr1,3370931,*,1,1
chr1,3378721,*,1,1
chr1,3383835,*,1,1
chr1,3393016,*,1,1
chr1,3393245,*,1,1
chr1,3397252,*,1,1
chr1,3402429,*,1,1
chr1,3402461,*,1,1
chr1,3402508,*,0,1
chr1,3403333,*,1,1
chr1,3411092,*,0,1
chr1,3412194,*,1,1
chr1,3414417,*,1,1
chr1,3415407,*,1,1
chr1,3430915,*,1,1
chr1,3435025,*,1,1
chr1,3435328,*,1,1
chr1,3435336,*,1,1
chr1,3437605,*,1,1
chr1,3438926,*,0,1
chr1,3445046,*,1,1
chr1,3455807,*,1,1
chr1,3456136,*,1,1
chr1,3462523,*,0,1
chr1,3468553,*,1,1
chr1,3468581,*,1,1
chr1,3472421,*,1,1
chr1,3472442,*,1,1
chr1,3472444,*,1,1
chr1,3472446,*,1,1
chr1,3472733,*,1,1
chr1,3478071,*,1,1
chr1,3480472,*,1,1
chr1,3482624,*,2,2
chr1,3491192,*,1,1
chr1,3506778,*,0,1
chr1,3514818,*,1,1
chr1,3515188,*,0,1
chr1,3527453,*,1,1
chr1,3527501,*,1,1
chr1,3527938,*,1,1
chr1,3533006,*,1,1
chr1,3533063,*,1,1
chr1,3533073,*,1,1
chr1,3533095,*,1,1
chr1,3533100,*,1,1
chr1,3533103,*,1,1
chr1,3557868,*,1,1
chr1,3560601,*,1,1
chr1,3562783,*,1,1
chr1,3564400,*,1,1
chr1,3565359,*,1,1
chr1,3565418,*,1,1
chr1,3574273,*,1,1
chr1,3579285,*,1,1
chr1,3582601,*,1,1
chr1,3600623,*,1,1
chr1,3608013,*,1,1
chr1,3609744,*,1,1
chr1,3619112,*,0,1
chr1,3619335,*,1,1
chr1,3622559,*,1,1
chr1,3622564,*,1,1
chr1,3627299,*,0,1
chr1,3627380,*,1,1
chr1,3634777,*,2,2
chr1,3634797,*,2,2
chr1,3641583,*,1,1
chr1,3643653,*,1,1
chr1,3644303,*,1,1
chr1,3646592,*,1,1
chr1,3657966,*,1,1
chr1,3661171,*,1,1
chr1,3661193,*,1,1
chr1,3668113,*,0,1
chr1,3669088,*,0,1
chr1,3671265,*,0,1
chr1,3671274,*,0,1
chr1,3671286,*,0,1
chr1,3671295,*,0,1
chr1,3671300,*,0,1
chr1,3671303,*,0,1
chr1,3671330,*,0,1
chr1,3671342,*,0,1
chr1,3671356,*,0,1
chr1,3671362,*,0,1
chr1,3671586,*,0,1
chr1,3671588,*,0,1
chr1,3671591,*,0,1
chr1,3671596,*,0,1
chr1,3671598,*,0,1
chr1,3671600,*,0,1
chr1,3671602,*,0,1
chr1,3671615,*,0,1
chr1,3671619,*,0,1
chr1,3671621,*,0,1
chr1,3671626,*,0,1
chr1,3671628,*,0,1
chr1,3671631,*,0,1
chr1,3671636,*,0,1
chr1,3671642,*,0,1
chr1,3671644,*,0,1
chr1,3671655,*,0,1
chr1,3671660,*,0,1
chr1,3671663,*,0,1
chr1,3671666,*,0,1
chr1,3671669,*,0,1
chr1,3671690,*,0,2
chr1,3671694,*,0,2
chr1,3671697,*,0,2
chr1,3671699,*,0,2
chr1,3671709,*,0,1
chr1,3671736,*,0,1
chr1,3671738,*,0,1
chr1,3671740,*,0,1
chr1,3671742,*,0,1
chr1,3671755,*,0,1
chr1,3671782,*,0,1
chr1,3671968,*,0,1
chr1,3671978,*,0,1
chr1,3671985,*,0,1
chr1,3672002,*,0,1
chr1,3672030,*,0,2
chr1,3672032,*,0,2
chr1,3672035,*,0,2
chr1,3672037,*,0,2
chr1,3672067,*,0,2
chr1,3672083,*,0,1
chr1,3672093,*,0,1
chr1,3672097,*,0,1
chr1,3672108,*,0,1
chr1,3672117,*,0,1
chr1,3690901,*,1,1
chr1,3691464,*,1,1
chr1,3691491,*,1,1
chr1,3696568,*,1,1
chr1,3696864,*,1,1
chr1,3698209,*,1,1
chr1,3698266,*,1,1
chr1,3700544,*,1,1
chr1,3700641,*,1,1
chr1,3707594,*,1,1
chr1,3708365,*,1,1
chr1,3712454,*,1,1
chr1,3715313,*,1,1
chr1,3715387,*,1,1
chr1,3715962,*,1,1
chr1,3726570,*,1,1
chr1,3727437,*,2,2
chr1,3728115,*,1,1
chr1,3728351,*,1,1
chr1,3728421,*,0,1
chr1,3728441,*,1,1
chr1,3728458,*,1,1
chr1,3736442,*,0,1
chr1,3736500,*,1,1
chr1,3745533,*,1,1
chr1,3754284,*,1,1
chr1,3754440,*,1,1
chr1,3759129,*,1,1
chr1,3762646,*,1,1
chr1,3770018,*,2,2
chr1,3770085,*,2,2
chr1,3770205,*,1,1
chr1,3773697,*,1,1
chr1,3773801,*,0,1
chr1,3812113,*,1,1
chr1,3827215,*,1,1
chr1,3827242,*,1,1
chr1,3835577,*,1,1
chr1,3835583,*,1,1
chr1,3838196,*,1,1
chr1,3838277,*,1,1
chr1,3844551,*,1,1
chr1,3844615,*,1,1
chr1,3844886,*,1,1
chr1,3845060,*,1,1
chr1,3845747,*,1,1
chr1,3846285,*,1,1
chr1,3850096,*,1,1
chr1,3852515,*,1,1
chr1,3852541,*,1,1
chr1,3852544,*,1,1
chr1,3852566,*,1,1
chr1,3856160,*,1,1
chr1,3858962,*,1,1
chr1,3859020,*,1,1
chr1,3867349,*,0,1
chr1,3869656,*,1,1
chr1,3871434,*,1,1
chr1,3878095,*,1,1
chr1,3881650,*,3,3
chr1,3881685,*,3,3
chr1,3883577,*,1,1
chr1,3889729,*,1,1
chr1,3891458,*,2,2
chr1,3909910,*,0,1
chr1,3920690,*,1,1
chr1,3920726,*,2,2
chr1,3929720,*,1,1
chr1,3938062,*,1,1
chr1,3947847,*,3,3
chr1,3948340,*,1,1
chr1,3952411,*,1,1
chr1,3952437,*,1,1
chr1,3964401,*,1,1
chr1,3980441,*,2,2
chr1,3980487,*,2,2
chr1,3980506,*,2,2
chr1,3984020,*,1,1
chr1,3984798,*,1,1
chr1,3986490,*,3,3
chr1,3986497,*,3,3
chr1,3986536,*,3,3
chr1,3986541,*,3,3
chr1,3986556,*,3,3
chr1,3986576,*,3,3
chr1,3986579,*,3,3
chr1,3996518,*,1,1
chr1,3996926,*,1,1
chr1,3997767,*,1,1
chr1,3999579,*,1,1
chr1,4001520,*,1,1
chr1,4001596,*,0,1
chr1,4015623,*,0,1
chr1,4015676,*,1,1
chr1,4016914,*,1,1
chr1,4017885,*,1,1
chr1,4023324,*,1,1
chr1,4026678,*,1,1
chr1,4031135,*,1,1
chr1,4033723,*,2,2
chr1,4034216,*,1,1
chr1,4038708,*,1,1
chr1,4039512,*,1,1
chr1,4039540,*,1,1
chr1,4039554,*,1,1
chr1,4041744,*,1,1
chr1,4060747,*,1,1
chr1,4061584,*,1,1
chr1,4072243,*,3,3
chr1,4076449,*,1,1
chr1,4093274,*,3,3
chr1,4093671,*,1,1
chr1,4094379,*,1,1
chr1,4096079,*,1,1
chr1,4098538,*,1,1
chr1,4106104,*,1,1
chr1,4106515,*,1,1
chr1,4137246,*,1,1
chr1,4137293,*,1,1
chr1,4138751,*,1,1
chr1,4148680,*,1,1
chr1,4148729,*,1,1
chr1,4150579,*,1,1
chr1,4151549,*,1,1
chr1,4151586,*,2,2
chr1,4153087,*,1,1
chr1,4153208,*,1,1
chr1,4153324,*,0,2
chr1,4160282,*,1,1
chr1,4169372,*,1,1
chr1,4176566,*,1,1
chr1,4176595,*,1,1
chr1,4176703,*,1,1
chr1,4180638,*,1,1
chr1,4182694,*,1,1
chr1,4182698,*,1,1
chr1,4200542,*,1,1
chr1,4200617,*,1,1
chr1,4201013,*,1,1
chr1,4213471,*,1,1
chr1,4223555,*,1,1
chr1,4226651,*,0,1
chr1,4226907,*,1,1
chr1,4226946,*,1,1
chr1,4229845,*,1,1
chr1,4233139,*,1,1
chr1,4234201,*,2,2
chr1,4234281,*,2,2
chr1,4236723,*,1,1
chr1,4236808,*,1,1
chr1,4249631,*,1,1
chr1,4254613,*,1,1
chr1,4266473,*,1,1
chr1,4297030,*,1,1
chr1,4325615,*,2,2
chr1,4328404,*,1,1
chr1,4331476,*,2,2
chr1,4331932,*,1,1
chr1,4336683,*,1,1
chr1,4336720,*,1,1
chr1,4336773,*,1,1
chr1,4339073,*,1,1
chr1,4339668,*,1,1
chr1,4342600,*,1,1
chr1,4371624,*,1,1
chr1,4373100,*,1,1
chr1,4373715,*,2,2
chr1,4373943,*,1,1
chr1,4383417,*,1,1
chr1,4384957,*,2,2
chr1,4385015,*,1,1
chr1,4385062,*,1,1
chr1,4387449,*,1,1
chr1,4394800,*,1,1
chr1,4394836,*,1,1
chr1,4394879,*,1,1
chr1,4394889,*,1,1
chr1,4396151,*,1,1
chr1,4398436,*,1,1
chr1,4400220,*,1,1
chr1,4400762,*,1,1
chr1,4401283,*,1,1
chr1,4411998,*,1,1
chr1,4412082,*,1,1
chr1,4412759,*,0,2
chr1,4412781,*,2,2
chr1,4422642,*,1,1
chr1,4424719,*,1,1
chr1,4428631,*,2,2
chr1,4455104,*,3,3
chr1,4455116,*,3,3
chr1,4455150,*,3,3
chr1,4458757,*,1,1
chr1,4458787,*,1,1
chr1,4458796,*,1,1
chr1,4459336,*,1,1
chr1,4478901,*,1,1
chr1,4478906,*,1,1
chr1,4478999,*,0,1
chr1,4479005,*,0,1
chr1,4479094,*,1,1
chr1,4479113,*,1,1
chr1,4482397,*,2,2
chr1,4482431,*,2,2
chr1,4483442,*,1,1
chr1,4491371,*,0,1
chr1,4491376,*,0,1
chr1,4491424,*,0,1
chr1,4491882,*,0,2
chr1,4491923,*,0,4
chr1,4491933,*,0,4
chr1,4491949,*,0,4
chr1,4491959,*,0,4
chr1,4491970,*,0,4
chr1,4491976,*,0,4
chr1,4491980,*,0,4
chr1,4492298,*,0,1
chr1,4492310,*,0,1
chr1,4492330,*,0,1
chr1,4492333,*,0,1
chr1,4492337,*,0,1
chr1,4492339,*,0,1
chr1,4492345,*,0,1
chr1,4492365,*,0,1
chr1,4492385,*,0,1
chr1,4492397,*,0,1
chr1,4492405,*,0,1
chr1,4492424,*,0,1
chr1,4492456,*,0,1
chr1,4492458,*,0,1
chr1,4492462,*,0,1
chr1,4492468,*,0,1
chr1,4492478,*,0,1
chr1,4492480,*,0,1
chr1,4492483,*,0,1
chr1,4492495,*,0,1
chr1,4492498,*,0,1
chr1,4492504,*,0,1
chr1,4492527,*,0,1
chr1,4492536,*,0,1
chr1,4493121,*,0,1
chr1,4493153,*,0,1
chr1,4493159,*,0,1
chr1,4493163,*,0,1
chr1,4493187,*,0,1
chr1,4493194,*,0,1
chr1,4493198,*,0,1
chr1,4493201,*,0,1
chr1,4493207,*,0,1
chr1,4493215,*,0,1
chr1,4493341,*,0,1
chr1,4493343,*,0,1
chr1,4493350,*,0,1
chr1,4493352,*,0,1
chr1,4493357,*,0,1
chr1,4493373,*,0,1
chr1,4493382,*,0,1
chr1,4493389,*,0,1
chr1,4493395,*,0,1
chr1,4493419,*,0,1
chr1,4493425,*,0,1
chr1,4494738,*,0,1
chr1,4494750,*,0,1
chr1,4494788,*,0,1
chr1,4494822,*,0,1
chr1,4495736,*,0,2
chr1,4495825,*,0,1
chr1,4496068,*,0,1
chr1,4496085,*,0,1
chr1,4496567,*,0,1
chr1,4496585,*,0,1
chr1,4496590,*,0,1
chr1,4496824,*,0,1
chr1,4496898,*,0,1
chr1,4496918,*,0,1
chr1,4497334,*,1,1
chr1,4497352,*,0,1
chr1,4497367,*,0,1
chr1,4497389,*,0,1
chr1,4497402,*,0,1
chr1,4497409,*,0,1
chr1,4497418,*,0,1
chr1,4503551,*,1,1
chr1,4505136,*,1,1
chr1,4513321,*,1,1
chr1,4513413,*,2,2
chr1,4518711,*,1,1
chr1,4522954,*,1,1
chr1,4522975,*,1,1
chr1,4522985,*,1,1
chr1,4523013,*,1,1
chr1,4523023,*,1,1
chr1,4523036,*,1,1
chr1,4523474,*,1,1
chr1,4523484,*,1,1
chr1,4525479,*,1,1
chr1,4525506,*,1,1
chr1,4538357,*,1,1
chr1,4538400,*,1,1
chr1,4541722,*,2,2
chr1,4554221,*,1,1
chr1,4554281,*,1,1
chr1,4554327,*,1,1
chr1,4554332,*,1,1
chr1,4555328,*,1,1
chr1,4559540,*,0,1
chr1,4559602,*,1,1
chr1,4559616,*,1,1
chr1,4559641,*,1,1
chr1,4559651,*,1,1
chr1,4568959,*,1,1
chr1,4568972,*,1,1
chr1,4568974,*,1,1
chr1,4572040,*,0,1
chr1,4572066,*,0,1
chr1,4572072,*,0,1
chr1,4572074,*,0,1
chr1,4572104,*,0,1
chr1,4572154,*,0,2
chr1,4572164,*,0,2
chr1,4575826,*,1,1
chr1,4582485,*,1,1
chr1,4585023,*,1,1
chr1,4591056,*,1,1
chr1,4591095,*,1,1
chr1,4592224,*,1,1
chr1,4592240,*,1,1
chr1,4592328,*,1,1
chr1,4592394,*,1,1
chr1,4595402,*,2,2
chr1,4595482,*,2,2
chr1,4596528,*,1,1
chr1,4602285,*,1,1
chr1,4602288,*,1,1
chr1,4602297,*,1,1
chr1,4610124,*,1,1
chr1,4610512,*,1,1
chr1,4610516,*,1,1
chr1,4610985,*,1,1
chr1,4611801,*,1,1
chr1,4611805,*,0,1
chr1,4624252,*,1,1
chr1,4631030,*,0,1
chr1,4635904,*,1,1
chr1,4645200,*,0,1
chr1,4645577,*,1,1
chr1,4646393,*,1,1
chr1,4646448,*,1,1
chr1,4660034,*,0,1
chr1,4663838,*,1,1
chr1,4665988,*,2,2
chr1,4671777,*,1,1
chr1,4673112,*,1,1
chr1,4673132,*,1,1
chr1,4676529,*,2,2
chr1,4686159,*,1,1
chr1,4687735,*,1,1
chr1,4687756,*,1,1
chr1,4689882,*,1,1
chr1,4697618,*,1,1
chr1,4698011,*,1,1
chr1,4699262,*,1,1
chr1,4699276,*,1,1
chr1,4699325,*,1,1
chr1,4699329,*,1,1
chr1,4700001,*,1,1
chr1,4701870,*,1,1
chr1,4704016,*,1,1
chr1,4704025,*,1,1
chr1,4714374,*,0,1
chr1,4719790,*,1,1
chr1,4719848,*,1,1
chr1,4720942,*,1,1
chr1,4720955,*,1,1
chr1,4720959,*,0,1
chr1,4720961,*,1,1
chr1,4721041,*,1,1
chr1,4722848,*,1,1
chr1,4723947,*,1,1
chr1,4725134,*,0,1
chr1,4725146,*,1,1
chr1,4728106,*,1,1
chr1,4734967,*,1,1
chr1,4735041,*,1,1
chr1,4735359,*,2,2
chr1,4737285,*,1,1
chr1,4745255,*,1,1
chr1,4756764,*,1,1
chr1,4761955,*,1,1
chr1,4762273,*,1,1
chr1,4775103,*,1,1
chr1,4775121,*,1,1
chr1,4775165,*,1,1
chr1,4776709,*,2,2
chr1,4776752,*,2,2
chr1,4776768,*,2,2
chr1,4778178,*,1,1
chr1,4778184,*,1,1
chr1,4778229,*,1,1
chr1,4782074,*,1,1
chr1,4784522,*,1,1
chr1,4784547,*,1,1
chr1,4789535,*,1,1
chr1,4796197,*,1,1
chr1,4801070,*,1,1
chr1,4801097,*,1,1
chr1,4810552,*,1,1
chr1,4810610,*,1,1
chr1,4814137,*,1,1
chr1,4814201,*,1,1
chr1,4814673,*,1,1
chr1,4814747,*,1,1
chr1,4814751,*,1,1
chr1,4816683,*,2,2
chr1,4816696,*,2,2
chr1,4816907,*,1,1
chr1,4817672,*,1,1
chr1,4818816,*,1,1
chr1,4820431,*,0,1
chr1,4822260,*,1,1
chr1,4822329,*,1,1
chr1,4823455,*,1,1
chr1,4826630,*,1,1
chr1,4826649,*,1,1
chr1,4826653,*,1,1
chr1,4826661,*,1,1
chr1,4826665,*,0,1
chr1,4838308,*,1,1
chr1,4838320,*,1,1
chr1,4838399,*,1,1
chr1,4840296,*,1,1
chr1,4842226,*,1,1
chr1,4842924,*,2,2
chr1,4843372,*,1,1
chr1,4843408,*,1,1
chr1,4843420,*,1,1
chr1,4843424,*,1,1
chr1,4843568,*,1,1
chr1,4843725,*,1,1
chr1,4843752,*,1,1
chr1,4844052,*,0,1
chr1,4846430,*,1,1
chr1,4850440,*,1,1
chr1,4860233,*,1,1
chr1,4863041,*,1,1
chr1,4863049,*,1,1
chr1,4864495,*,1,1
chr1,4864513,*,1,1
chr1,4880329,*,1,1
chr1,4880361,*,0,1
chr1,4880434,*,1,1
chr1,4880667,*,1,1
chr1,4880682,*,1,1
chr1,4880691,*,1,1
chr1,4880694,*,1,1
chr1,4880696,*,1,1
chr1,4880698,*,1,1
chr1,4880706,*,1,1
chr1,4880719,*,1,1
chr1,4880721,*,1,1
chr1,4880943,*,1,1
chr1,4894200,*,1,1
chr1,4901941,*,1,1
chr1,4901979,*,1,1
chr1,4904524,*,1,1
chr1,4911450,*,2,2
chr1,4911453,*,2,2
chr1,4911741,*,1,1
chr1,4912167,*,1,1
chr1,4912170,*,1,1
chr1,4914021,*,2,2
chr1,4923887,*,1,1
chr1,4923898,*,1,1
chr1,4942892,*,1,1
chr1,4949273,*,1,1
chr1,4964604,*,1,1
chr1,4965252,*,1,1
chr1,4965270,*,1,1
chr1,4967312,*,1,1
chr1,4969196,*,1,1
chr1,4970044,*,1,1
chr1,4970082,*,1,1
chr1,4986806,*,1,1
chr1,4986822,*,1,1
chr1,4987027,*,1,1
chr1,4987042,*,1,1
chr1,4994775,*,0,1
chr1,4996636,*,1,1
chr1,4996655,*,1,1
chr1,4996664,*,1,1
chr1,4996690,*,1,1
chr1,4997816,*,1,1
chr1,5008706,*,1,1
chr1,5018252,*,0,1
chr1,5018279,*,0,1
chr1,5018281,*,0,1
chr1,5018285,*,0,2
chr1,5018290,*,0,2
chr1,5018308,*,0,2
chr1,5018318,*,0,2
chr1,5018322,*,0,2
chr1,5018353,*,0,2
chr1,5018363,*,0,2
chr1,5018392,*,0,1
chr1,5018399,*,0,2
chr1,5018405,*,0,1
chr1,5018463,*,0,1
chr1,5018558,*,0,1
chr1,5018569,*,0,1
chr1,5018579,*,0,1
chr1,5018581,*,0,1
chr1,5018603,*,0,1
chr1,5018615,*,0,1
chr1,5018626,*,0,1
chr1,5018631,*,0,1
chr1,5018637,*,0,1
chr1,5020612,*,0,1
chr1,5020645,*,0,1
chr1,5020674,*,0,1
chr1,5024954,*,1,1
chr1,5025380,*,1,1
chr1,5030975,*,2,2
chr1,5044841,*,1,1
chr1,5044846,*,1,1
chr1,5045225,*,1,1
chr1,5045267,*,1,1
chr1,5045292,*,1,1
chr1,5046334,*,0,1
chr1,5046408,*,1,1
chr1,5048395,*,1,1
chr1,5048532,*,1,1
chr1,5051873,*,1,1
chr1,5053604,*,2,2
chr1,5058286,*,1,1
chr1,5060038,*,1,1
chr1,5064950,*,1,1
chr1,5065129,*,0,1
chr1,5065226,*,1,1
chr1,5071694,*,0,1
chr1,5071734,*,0,2
chr1,5073951,*,1,1
chr1,5077038,*,1,1
chr1,5077042,*,1,1
chr1,5077104,*,1,1
chr1,5091735,*,1,1
chr1,5091891,*,1,1
chr1,5092813,*,1,1
chr1,5092884,*,1,1
chr1,5097463,*,1,1
chr1,5099131,*,0,1
chr1,5102924,*,1,1
chr1,5102928,*,1,1
chr1,5102936,*,1,1
chr1,5102940,*,1,1
chr1,5103419,*,0,1
chr1,5103478,*,0,1
chr1,5114099,*,1,1
chr1,5114156,*,1,1
chr1,5117694,*,1,1
chr1,5120253,*,1,1
chr1,5120257,*,1,1
chr1,5120265,*,1,1
chr1,5127594,*,0,2
chr1,5128434,*,1,1
chr1,5151769,*,1,1
chr1,5152324,*,2,2
chr1,5152367,*,0,1
chr1,5161490,*,1,1
chr1,5161602,*,1,1
chr1,5173340,*,2,2
chr1,5182101,*,1,1
chr1,5188632,*,2,2
chr1,5188683,*,2,2
chr1,5189394,*,1,1
chr1,5189399,*,2,2
chr1,5189409,*,2,2
chr1,5189440,*,2,2
chr1,5189456,*,2,2
chr1,5189477,*,2,2
chr1,5189481,*,2,2
chr1,5189495,*,3,3
chr1,5189503,*,1,3
chr1,5189505,*,2,2
chr1,5189554,*,1,1
chr1,5189570,*,1,1
chr1,5189574,*,1,1
chr1,5195886,*,1,1
chr1,5198140,*,1,1
chr1,5203299,*,1,1
chr1,5207369,*,1,1
chr1,5227324,*,1,1
chr1,5247586,*,1,1
chr1,5248715,*,2,2
chr1,5258955,*,1,1
chr1,5260254,*,1,1
chr1,5260307,*,1,1
chr1,5262511,*,1,1
chr1,5262585,*,1,1
chr1,5264800,*,1,1
chr1,5266933,*,1,1
chr1,5266971,*,1,1
chr1,5267001,*,1,1
chr1,5272838,*,1,1
chr1,5272847,*,1,1
chr1,5272873,*,1,1
chr1,5272877,*,1,1
chr1,5272918,*,1,1
chr1,5272925,*,1,1
chr1,5272929,*,1,1
chr1,5272932,*,1,1
chr1,5272942,*,1,1
chr1,5273142,*,1,1
chr1,5282981,*,1,1
chr1,5283455,*,1,1
chr1,5283467,*,1,1
chr1,5283471,*,1,1
chr1,5283852,*,1,1
chr1,5283866,*,1,1
chr1,5286035,*,1,1
chr1,5286108,*,1,1
chr1,5286184,*,0,2
chr1,5286271,*,0,2
chr1,5291603,*,1,1
chr1,5308601,*,1,1
chr1,5309464,*,1,1
chr1,5311883,*,1,1
chr1,5316621,*,3,3
chr1,5330723,*,1,1
chr1,5330737,*,1,1
chr1,5332373,*,1,1
chr1,5337126,*,1,1
chr1,5337457,*,2,2
chr1,5347708,*,1,1
chr1,5358407,*,1,1
chr1,5358545,*,1,1
chr1,5358996,*,1,1
chr1,5360464,*,1,1
chr1,5366897,*,1,1
chr1,5366938,*,1,1
chr1,5386689,*,1,1
chr1,5400564,*,1,1
chr1,5401706,*,1,1
chr1,5418016,*,1,1
chr1,5418050,*,0,1
chr1,5421160,*,0,1
chr1,5432043,*,0,1
chr1,5432052,*,0,1
chr1,5436990,*,1,1
chr1,5444320,*,1,1
chr1,5444382,*,1,1
chr1,5444395,*,1,1
chr1,5457658,*,1,1
chr1,5465709,*,1,1
chr1,5465974,*,1,1
chr1,5471751,*,1,1
chr1,5473293,*,1,1
chr1,5475074,*,1,1
chr1,5475090,*,1,1
chr1,5476415,*,1,1
chr1,5476475,*,1,1
chr1,5484611,*,1,1
chr1,5486005,*,1,1
chr1,5495108,*,1,1
chr1,5495125,*,1,1
chr1,5518982,*,1,1
chr1,5520346,*,1,1
chr1,5548132,*,0,1
chr1,5550157,*,1,1
chr1,5550221,*,1,1
chr1,5557544,*,1,1
chr1,5558964,*,1,1
chr1,5578707,*,1,1
chr1,5584397,*,1,1
chr1,5584552,*,1,1
chr1,5584936,*,1,1
chr1,5585002,*,1,1
chr1,5589156,*,2,2
chr1,5589201,*,2,2
chr1,5589203,*,2,2
chr1,5594884,*,1,1
chr1,5604585,*,1,1
chr1,5620839,*,1,1
chr1,5625232,*,1,1
chr1,5625246,*,0,1
chr1,5634365,*,1,1
chr1,5634797,*,1,1
chr1,5639225,*,1,1
chr1,5639239,*,1,1
chr1,5639263,*,0,1
chr1,5646240,*,2,2
chr1,5646290,*,2,2
chr1,5650251,*,1,1
chr1,5661664,*,1,1
chr1,5669192,*,2,2
chr1,5695716,*,1,1
chr1,5698397,*,1,1
chr1,5711506,*,1,1
chr1,5713757,*,1,1
chr1,5717593,*,1,1
chr1,5750152,*,1,1
chr1,5750269,*,0,1
chr1,5750442,*,1,1
chr1,5774667,*,1,1
chr1,5778348,*,1,1
chr1,5778424,*,1,1
chr1,5793674,*,1,1
chr1,5793723,*,2,2
chr1,5796231,*,1,1
chr1,5829738,*,1,1
chr1,5829880,*,1,1
chr1,5830206,*,1,1
chr1,5833980,*,2,2
chr1,5849855,*,2,2
chr1,5849867,*,2,2
chr1,5850199,*,1,1
chr1,5850294,*,2,2
chr1,5850352,*,1,1
chr1,5850377,*,1,1
chr1,5851004,*,1,1
chr1,5856674,*,1,1
chr1,5856989,*,1,1
chr1,5857017,*,1,1
chr1,5857044,*,1,1
chr1,5857055,*,1,1
chr1,5862382,*,1,1
chr1,5862992,*,1,1
chr1,5875573,*,1,1
chr1,5884951,*,1,1
chr1,5884954,*,1,1
chr1,5894219,*,1,1
chr1,5905413,*,1,1
chr1,5905624,*,1,1
chr1,5907705,*,1,1
chr1,5910535,*,1,1
chr1,5911232,*,1,1
chr1,5916218,*,1,1
chr1,5916244,*,1,1
chr1,5916429,*,0,1
chr1,5916439,*,0,1
chr1,5916442,*,0,1
chr1,5916448,*,0,1
chr1,5916456,*,0,1
chr1,5916573,*,1,1
chr1,5916596,*,0,1
chr1,5916602,*,0,1
chr1,5916643,*,0,1
chr1,5916677,*,0,1
chr1,5916686,*,0,1
chr1,5917663,*,0,1
chr1,5932339,*,1,1
chr1,5932345,*,1,1
chr1,5939427,*,1,1
chr1,5951097,*,1,1
chr1,5951830,*,1,1
chr1,5951844,*,1,1
chr1,5951872,*,1,1
chr1,5955424,*,1,1
