chr,pos,strand,mc_count,total
chr1,3670939,*,0,1
chr1,3671890,*,0,1
chr1,3671893,*,0,1
chr1,3671925,*,0,1
chr1,3671927,*,0,1
chr1,3671942,*,0,1
chr1,3671949,*,0,1
chr1,3671968,*,0,1
chr1,3671978,*,0,1
chr1,3685584,*,0,1
chr1,3703639,*,1,1
chr1,3708365,*,1,1
chr1,3708495,*,1,1
chr1,3709407,*,2,2
chr1,3719880,*,1,1
chr1,3723879,*,1,1
chr1,3724061,*,1,1
chr1,3732735,*,1,1
chr1,3735245,*,1,1
chr1,3739082,*,1,1
chr1,3739511,*,0,1
chr1,3739580,*,1,1
chr1,3753143,*,1,1
chr1,3754284,*,1,1
chr1,3754920,*,1,1
chr1,3754931,*,1,1
chr1,3754939,*,1,1
chr1,3762923,*,1,1
chr1,3773697,*,1,1
chr1,3784300,*,1,1
chr1,3784335,*,1,1
chr1,3796034,*,0,1
chr1,3831087,*,1,1
chr1,3831090,*,1,1
chr1,3831141,*,1,1
chr1,3831146,*,1,1
chr1,3831150,*,1,1
chr1,3832135,*,1,1
chr1,3836233,*,1,1
chr1,3836240,*,1,1
chr1,3836682,*,1,1
chr1,3844886,*,1,1
chr1,3845060,*,1,1
chr1,3845537,*,1,1
chr1,3849049,*,1,1
chr1,3851390,*,1,1
chr1,3852337,*,1,1
chr1,3852362,*,1,1
chr1,3852367,*,1,1
chr1,3852402,*,1,1
chr1,3852417,*,1,1
chr1,3852727,*,1,1
chr1,3852753,*,1,1
chr1,3852778,*,1,1
chr1,3852783,*,1,1
chr1,3868802,*,1,1
chr1,3869656,*,1,1
chr1,3878989,*,2,2
chr1,3879057,*,2,2
chr1,3888408,*,1,1
chr1,3892177,*,1,1
chr1,3892197,*,1,1
chr1,3892445,*,1,1
chr1,3900167,*,0,1
chr1,3905016,*,1,1
chr1,3905033,*,1,1
chr1,3913533,*,0,3
chr1,3921889,*,1,1
chr1,3922219,*,1,1
chr1,3938062,*,1,1
chr1,3954217,*,1,1
chr1,3955430,*,1,1
chr1,3955446,*,1,1
chr1,3960502,*,1,1
chr1,3960535,*,1,1
chr1,3965195,*,1,1
chr1,3965236,*,1,1
chr1,3965737,*,1,1
chr1,3965841,*,1,1
chr1,3979454,*,1,1
chr1,3979461,*,1,1
chr1,3979487,*,1,1
chr1,3980616,*,1,1
chr1,3981071,*,1,1
chr1,3981091,*,1,1
chr1,3981141,*,1,1
chr1,3992556,*,0,1
chr1,4070811,*,1,1
chr1,4070833,*,1,1
chr1,4078557,*,1,1
chr1,4097382,*,2,2
chr1,4102830,*,1,1
chr1,4103065,*,1,1
chr1,4125186,*,0,1
chr1,4125415,*,1,1
chr1,4125459,*,1,1
chr1,4133373,*,1,1
chr1,4143847,*,1,1
chr1,4143886,*,1,1
chr1,4158923,*,1,1
chr1,4169372,*,1,1
chr1,4171257,*,1,1
chr1,4171308,*,1,1
chr1,4176190,*,1,1
chr1,4176255,*,1,1
chr1,4176258,*,1,1
chr1,4176293,*,1,1
chr1,4176466,*,2,2
chr1,4179547,*,1,1
chr1,4180162,*,0,1
chr1,4182139,*,2,2
chr1,4199347,*,1,1
chr1,4209947,*,0,1
chr1,4240398,*,2,2
chr1,4243860,*,1,1
chr1,4248093,*,1,1
chr1,4248132,*,1,1
chr1,4252595,*,1,1
chr1,4252622,*,1,1
chr1,4259693,*,1,1
chr1,4259702,*,1,1
chr1,4260006,*,1,1
chr1,4260019,*,1,1
chr1,4307909,*,1,1
chr1,4327519,*,1,1
chr1,4327525,*,1,1
chr1,4333928,*,1,1
chr1,4334071,*,1,1
chr1,4344903,*,1,1
chr1,4344917,*,1,1
chr1,4347079,*,1,1
chr1,4347281,*,1,1
chr1,4348004,*,1,1
chr1,4348093,*,2,2
chr1,4348136,*,1,1
chr1,4352719,*,1,1
chr1,4352755,*,1,1
chr1,4377602,*,1,1
chr1,4377661,*,0,1
chr1,4378356,*,1,1
chr1,4382331,*,1,1
chr1,4389861,*,1,1
chr1,4395741,*,1,1
chr1,4395747,*,1,1
chr1,4395773,*,1,1
chr1,4416616,*,1,1
chr1,4416903,*,0,1
chr1,4417436,*,1,1
chr1,4417477,*,1,1
chr1,4420916,*,1,1
chr1,4420954,*,1,1
chr1,4421146,*,2,2
chr1,4423986,*,1,1
chr1,4424162,*,1,1
chr1,4424171,*,1,1
chr1,4424493,*,1,1
chr1,4424888,*,1,1
chr1,4424914,*,1,1
chr1,4424921,*,1,1
chr1,4424989,*,1,1
chr1,4425014,*,1,1
chr1,4428412,*,1,1
chr1,4429513,*,1,1
chr1,4429577,*,1,1
chr1,4443498,*,1,1
chr1,4447605,*,1,1
chr1,4447682,*,2,2
chr1,4452852,*,2,2
chr1,4453186,*,1,1
chr1,4455419,*,1,1
chr1,4456626,*,1,1
chr1,4456630,*,1,1
chr1,4456838,*,1,1
chr1,4456859,*,1,1
chr1,4456908,*,1,1
chr1,4457124,*,1,1
chr1,4458173,*,1,1
chr1,4468613,*,1,1
chr1,4471239,*,1,1
chr1,4473336,*,1,1
chr1,4473355,*,1,1
chr1,4491643,*,0,2
chr1,4491661,*,0,2
chr1,4492385,*,0,1
chr1,4492397,*,0,1
chr1,4492405,*,0,1
chr1,4492409,*,0,1
chr1,4492418,*,0,1
chr1,4492424,*,0,1
chr1,4492456,*,0,1
chr1,4492458,*,0,1
chr1,4492462,*,0,1
chr1,4492468,*,0,1
chr1,4492478,*,0,1
chr1,4492480,*,0,1
chr1,4492483,*,0,1
chr1,4492624,*,0,1
chr1,4492632,*,0,1
chr1,4492652,*,0,1
chr1,4492690,*,0,1
chr1,4492692,*,0,1
chr1,4492704,*,0,1
chr1,4492715,*,0,1
chr1,4495629,*,0,1
chr1,4496024,*,0,1
chr1,4496354,*,0,2
chr1,4496367,*,2,2
chr1,4496424,*,0,2
chr1,4498032,*,0,1
chr1,4498092,*,0,1
chr1,4506387,*,1,1
chr1,4506405,*,1,1
chr1,4506489,*,1,1
chr1,4506626,*,2,2
chr1,4506715,*,1,1
chr1,4517078,*,1,1
chr1,4517082,*,1,1
chr1,4517090,*,1,1
chr1,4517118,*,1,1
chr1,4517927,*,2,2
chr1,4517973,*,1,1
chr1,4518515,*,1,1
chr1,4518521,*,1,1
chr1,4521995,*,1,1
chr1,4523819,*,1,1
chr1,4523826,*,1,1
chr1,4524927,*,1,1
chr1,4524998,*,1,1
chr1,4525020,*,1,1
chr1,4526150,*,2,2
chr1,4529022,*,1,1
chr1,4529027,*,1,1
chr1,4529053,*,1,1
chr1,4529082,*,1,1
chr1,4529095,*,1,1
chr1,4529103,*,1,1
chr1,4550644,*,1,1
chr1,4553242,*,2,2
chr1,4553613,*,1,1
chr1,4553704,*,1,1
chr1,4553892,*,1,1
chr1,4554108,*,1,1
chr1,4554180,*,0,1
chr1,4579690,*,1,1
chr1,4590217,*,0,1
chr1,4592394,*,2,2
chr1,4592419,*,1,2
chr1,4593311,*,1,1
chr1,4593450,*,1,1
chr1,4605389,*,1,1
chr1,4614501,*,1,1
chr1,4617493,*,3,3
chr1,4628156,*,1,1
chr1,4628196,*,1,1
chr1,4629673,*,1,1
chr1,4629679,*,1,1
chr1,4629803,*,2,2
chr1,4640104,*,1,1
chr1,4644885,*,1,1
chr1,4654837,*,3,3
chr1,4658501,*,4,4
chr1,4658603,*,1,1
chr1,4660958,*,1,1
chr1,4660976,*,1,1
chr1,4661139,*,1,1
chr1,4661180,*,1,1
chr1,4672026,*,2,2
chr1,4674607,*,1,1
chr1,4674629,*,1,1
chr1,4674635,*,1,1
chr1,4687519,*,1,1
chr1,4687630,*,1,1
chr1,4688142,*,1,1
chr1,4688154,*,1,1
chr1,4688896,*,1,1
chr1,4688911,*,1,1
chr1,4688930,*,1,1
chr1,4689227,*,0,1
chr1,4689241,*,1,1
chr1,4689244,*,0,1
chr1,4689261,*,1,1
chr1,4689282,*,1,1
chr1,4689285,*,1,1
chr1,4689288,*,1,1
chr1,4689291,*,1,1
chr1,4689304,*,1,1
chr1,4689314,*,0,1
chr1,4689320,*,0,1
chr1,4689328,*,1,1
chr1,4691477,*,1,1
chr1,4692961,*,1,1
chr1,4703241,*,0,1
chr1,4715471,*,1,1
chr1,4715481,*,1,1
chr1,4722707,*,2,2
chr1,4723947,*,1,1
chr1,4724099,*,2,2
chr1,4724145,*,2,2
chr1,4728366,*,1,1
chr1,4736035,*,1,1
chr1,4736641,*,1,1
chr1,4740068,*,1,1
chr1,4740295,*,1,1
chr1,4742289,*,1,1
chr1,4742491,*,0,1
chr1,4742536,*,0,1
chr1,4747017,*,2,2
chr1,4747896,*,1,1
chr1,4752683,*,1,1
chr1,4753289,*,1,1
chr1,4756113,*,3,3
chr1,4756133,*,3,3
chr1,4756178,*,1,3
chr1,4756764,*,1,1
chr1,4759532,*,1,1
chr1,4760726,*,1,1
chr1,4760740,*,1,1
chr1,4760955,*,1,1
chr1,4760980,*,1,1
chr1,4761001,*,1,1
chr1,4767793,*,1,1
chr1,4769990,*,0,1
chr1,4770092,*,0,1
chr1,4770098,*,0,1
chr1,4770141,*,0,1
chr1,4781718,*,1,1
chr1,4781786,*,1,1
chr1,4781810,*,1,1
chr1,4781820,*,1,1
chr1,4784217,*,1,1
chr1,4784242,*,1,1
chr1,4795384,*,1,1
chr1,4795393,*,1,1
chr1,4795397,*,0,1
chr1,4806569,*,1,1
chr1,4806573,*,1,1
chr1,4812769,*,2,2
chr1,4815187,*,1,1
chr1,4815191,*,1,1
chr1,4817415,*,2,2
chr1,4821184,*,1,1
chr1,4843408,*,2,2
chr1,4843420,*,2,2
chr1,4843424,*,2,2
chr1,4845649,*,1,1
chr1,4845715,*,1,1
chr1,4845719,*,1,1
chr1,4845750,*,1,1
chr1,4845863,*,1,1
chr1,4857654,*,0,1
chr1,4857676,*,0,1
chr1,4857680,*,0,1
chr1,4857688,*,0,1
chr1,4857716,*,0,1
chr1,4857720,*,0,1
chr1,4857725,*,0,1
chr1,4857741,*,0,1
chr1,4857743,*,0,1
chr1,4857745,*,0,1
chr1,4857747,*,0,1
chr1,4857892,*,0,2
chr1,4857907,*,0,2
chr1,4857922,*,0,2
chr1,4857932,*,0,2
chr1,4857975,*,0,2
chr1,4857982,*,0,2
chr1,4857986,*,0,2
chr1,4857992,*,0,2
chr1,4858002,*,0,2
chr1,4858004,*,0,2
chr1,4858189,*,0,1
chr1,4858199,*,0,1
chr1,4858201,*,0,1
chr1,4858215,*,0,1
chr1,4858220,*,0,1
chr1,4858281,*,0,1
chr1,4858284,*,0,1
chr1,4858299,*,0,1
chr1,4858658,*,0,1
chr1,4858696,*,0,1
chr1,4858711,*,0,1
chr1,4858763,*,0,1
chr1,4858769,*,0,1
chr1,4858801,*,0,1
chr1,4858820,*,0,1
chr1,4858828,*,0,1
chr1,4858836,*,0,1
chr1,4864358,*,0,1
chr1,4864456,*,1,1
chr1,4884980,*,1,1
chr1,4891353,*,1,1
chr1,4891365,*,1,1
chr1,4899644,*,1,1
chr1,4906576,*,2,2
chr1,4910961,*,0,1
chr1,4911608,*,1,1
chr1,4924982,*,1,1
chr1,4932831,*,0,1
chr1,4938860,*,1,1
chr1,4939446,*,1,1
chr1,4942892,*,2,2
chr1,4947571,*,1,1
chr1,4951751,*,1,1
chr1,4951842,*,1,1
chr1,4957514,*,1,1
chr1,4957557,*,1,1
chr1,4965999,*,2,2
chr1,4966019,*,2,2
chr1,4966073,*,2,2
chr1,4975990,*,1,1
chr1,4976651,*,1,1
chr1,4982504,*,1,1
chr1,5000345,*,1,1
chr1,5000391,*,1,1
chr1,5007280,*,1,1
chr1,5019288,*,0,2
chr1,5019297,*,0,2
chr1,5049871,*,1,1
chr1,5050725,*,1,1
chr1,5059090,*,1,1
chr1,5059105,*,1,1
chr1,5059385,*,1,1
chr1,5080856,*,1,1
chr1,5083357,*,0,1
chr1,5083376,*,0,1
chr1,5083393,*,0,1
chr1,5083395,*,0,1
chr1,5083416,*,0,1
chr1,5083421,*,0,1
chr1,5083426,*,0,1
chr1,5083431,*,0,1
chr1,5083440,*,0,1
chr1,5083442,*,0,1
chr1,5083449,*,0,1
chr1,5083454,*,0,1
chr1,5083458,*,0,1
chr1,5083469,*,0,1
chr1,5089072,*,1,1
chr1,5089506,*,1,1
chr1,5100132,*,2,2
chr1,5100721,*,1,1
chr1,5109351,*,1,1
chr1,5109379,*,1,1
chr1,5109494,*,1,1
chr1,5109552,*,1,1
chr1,5110097,*,0,1
chr1,5110124,*,0,1
chr1,5110154,*,0,1
chr1,5110181,*,0,1
chr1,5111111,*,1,1
chr1,5111168,*,0,1
chr1,5111195,*,0,1
chr1,5111366,*,1,1
chr1,5111396,*,1,1
chr1,5111423,*,1,1
chr1,5118792,*,1,1
chr1,5125606,*,2,2
chr1,5125651,*,2,2
chr1,5137143,*,2,2
chr1,5170825,*,2,2
chr1,5171816,*,1,1
chr1,5171827,*,2,2
chr1,5183589,*,0,1
chr1,5187672,*,1,1
chr1,5198140,*,1,1
chr1,5198632,*,1,1
chr1,5200916,*,1,1
chr1,5202333,*,1,1
chr1,5206944,*,1,1
chr1,5207369,*,1,1
chr1,5207585,*,1,1
chr1,5218178,*,1,1
chr1,5218194,*,1,1
chr1,5218216,*,1,1
chr1,5218230,*,1,1
chr1,5218446,*,1,1
chr1,5230073,*,2,2
chr1,5248976,*,1,1
chr1,5249011,*,1,1
chr1,5251845,*,1,1
chr1,5251926,*,1,1
chr1,5260973,*,1,1
chr1,5282018,*,1,1
chr1,5283455,*,1,1
chr1,5283467,*,1,1
chr1,5283471,*,1,1
chr1,5288594,*,1,1
chr1,5288671,*,1,1
chr1,5288749,*,1,1
chr1,5288803,*,1,1
chr1,5291603,*,1,1
chr1,5297192,*,1,1
chr1,5297270,*,1,1
chr1,5307505,*,1,1
chr1,5307545,*,2,2
chr1,5311990,*,1,1
chr1,5312922,*,1,1
chr1,5312986,*,2,2
chr1,5317529,*,1,1
chr1,5324049,*,2,2
chr1,5324066,*,2,2
chr1,5324086,*,2,2
chr1,5324137,*,2,2
chr1,5324144,*,1,1
chr1,5324749,*,2,2
chr1,5334934,*,1,1
chr1,5341056,*,1,1
chr1,5346709,*,1,1
chr1,5346724,*,1,1
chr1,5346729,*,1,1
chr1,5361325,*,1,1
chr1,5377160,*,1,1
chr1,5384090,*,1,1
chr1,5385930,*,1,1
chr1,5392991,*,1,1
chr1,5396675,*,1,1
chr1,5401813,*,1,1
chr1,5402006,*,1,1
chr1,5402021,*,1,1
chr1,5402046,*,1,1
chr1,5403939,*,1,1
chr1,5403964,*,1,1
chr1,5418258,*,2,2
chr1,5418281,*,2,2
chr1,5420599,*,0,1
chr1,5423559,*,1,1
chr1,5423583,*,1,1
chr1,5423628,*,1,1
chr1,5423665,*,1,1
chr1,5427756,*,1,1
chr1,5428036,*,1,1
chr1,5429118,*,1,1
chr1,5429153,*,1,1
chr1,5430580,*,1,1
chr1,5430582,*,1,1
chr1,5430584,*,1,1
chr1,5430623,*,1,1
chr1,5430661,*,1,1
chr1,5443248,*,2,2
chr1,5444534,*,3,3
chr1,5469290,*,1,1
chr1,5473113,*,1,1
chr1,5473145,*,1,1
chr1,5473203,*,1,1
chr1,5473293,*,1,1
chr1,5474319,*,2,2
chr1,5478394,*,1,1
chr1,5484257,*,1,1
chr1,5484611,*,1,1
chr1,5484682,*,1,1
chr1,5491191,*,1,1
chr1,5496175,*,1,1
chr1,5496655,*,1,1
chr1,5497329,*,0,1
chr1,5497362,*,1,1
chr1,5497365,*,1,1
chr1,5504396,*,1,1
chr1,5504413,*,1,1
chr1,5504483,*,1,1
chr1,5518982,*,1,1
chr1,5519664,*,1,1
chr1,5529167,*,1,1
chr1,5529201,*,1,1
chr1,5537669,*,1,1
chr1,5538791,*,1,1
chr1,5538858,*,1,1
chr1,5549952,*,1,1
chr1,5555401,*,2,2
chr1,5555413,*,1,2
chr1,5555423,*,2,2
chr1,5555436,*,1,1
chr1,5555442,*,1,1
chr1,5555450,*,1,1
chr1,5556678,*,1,1
chr1,5556940,*,1,1
chr1,5559988,*,1,1
chr1,5564080,*,1,1
chr1,5571203,*,1,1
chr1,5571211,*,1,1
chr1,5571215,*,1,1
chr1,5576105,*,1,1
chr1,5590481,*,2,2
chr1,5592376,*,1,1
chr1,5593725,*,1,1
chr1,5593741,*,1,1
chr1,5594763,*,1,1
chr1,5605098,*,1,1
chr1,5610020,*,1,1
chr1,5620251,*,1,1
chr1,5621631,*,1,1
chr1,5621676,*,1,1
chr1,5644168,*,1,1
chr1,5644234,*,1,1
chr1,5668041,*,1,1
chr1,5672256,*,1,1
chr1,5674000,*,2,2
chr1,5674408,*,1,1
chr1,5684470,*,1,1
chr1,5684501,*,1,1
chr1,5687329,*,1,1
chr1,5702065,*,1,1
chr1,5705369,*,1,1
chr1,5706335,*,1,1
chr1,5722303,*,1,1
chr1,5722781,*,1,1
chr1,5738029,*,1,1
chr1,5738081,*,1,1
chr1,5742935,*,1,1
chr1,5746816,*,1,1
chr1,5746821,*,1,1
chr1,5746837,*,1,1
chr1,5746854,*,1,1
chr1,5779782,*,1,1
chr1,5779803,*,1,1
chr1,5784185,*,1,1
chr1,5787431,*,1,1
chr1,5793674,*,1,1
chr1,5798517,*,0,1
chr1,5800446,*,1,1
chr1,5802559,*,1,1
chr1,5802580,*,1,1
chr1,5802589,*,1,1
chr1,5811407,*,1,1
chr1,5811420,*,1,1
chr1,5811423,*,1,1
chr1,5811433,*,1,1
chr1,5811435,*,1,1
chr1,5811491,*,0,1
chr1,5816945,*,1,1
chr1,5857696,*,1,1
chr1,5863591,*,1,1
chr1,5886459,*,1,1
chr1,5886527,*,1,1
chr1,5890793,*,1,1
chr1,5893041,*,1,1
chr1,5893050,*,1,1
chr1,5893054,*,1,1
chr1,5901745,*,1,1
chr1,5911078,*,1,1
chr1,5916280,*,1,1
chr1,5916314,*,1,1
chr1,5916332,*,1,1
chr1,5916344,*,1,1
chr1,5916354,*,1,1
chr1,5917177,*,0,1
chr1,5917189,*,0,1
chr1,5917195,*,0,1
chr1,5917218,*,0,1
chr1,5917242,*,0,1
chr1,5917245,*,0,1
chr1,5917254,*,0,1
chr1,5917272,*,0,1
chr1,5917279,*,0,1
chr1,5939248,*,1,1
chr1,5939427,*,1,1
chr1,5939620,*,2,2
chr1,5943814,*,1,1
chr1,5957024,*,2,2
chr1,5957093,*,2,2
chr1,5982995,*,1,1
chr1,5983003,*,1,1
chr1,5983007,*,1,1
chr1,5983079,*,1,1
chr1,5983573,*,1,1
chr1,5983652,*,0,1
chr1,5983676,*,1,1
chr1,5998111,*,1,1
chr1,6006338,*,1,1
chr1,6006534,*,2,2
chr1,6006620,*,2,2
chr1,6008443,*,1,1
chr1,6008604,*,1,1
chr1,6017613,*,2,2
chr1,6021604,*,2,2
chr1,6026364,*,1,1
chr1,6067285,*,1,1
chr1,6067721,*,2,2
chr1,6069210,*,1,1
chr1,6072700,*,1,1
chr1,6072780,*,1,1
chr1,6072813,*,0,1
chr1,6078665,*,1,1
chr1,6135300,*,1,1
chr1,6148211,*,1,1
chr1,6151787,*,0,2
chr1,6151796,*,2,2
chr1,6151961,*,2,2
chr1,6152401,*,1,1
chr1,6162180,*,1,1
chr1,6162200,*,1,1
chr1,6166230,*,1,1
chr1,6184365,*,1,1
chr1,6184558,*,1,1
chr1,6184586,*,1,1
chr1,6184602,*,1,1
chr1,6187812,*,1,1
chr1,6200553,*,0,1
chr1,6203999,*,1,1
chr1,6205653,*,1,1
chr1,6205822,*,0,1
chr1,6207777,*,1,1
chr1,6207827,*,1,1
chr1,6207844,*,1,1
chr1,6208473,*,1,1
chr1,6209438,*,0,1
chr1,6213907,*,0,1
chr1,6213914,*,0,1
chr1,6213990,*,0,1
chr1,6213998,*,0,1
chr1,6214346,*,0,1
chr1,6214389,*,0,1
chr1,6214399,*,0,1
chr1,6214431,*,0,1
chr1,6214437,*,0,1
chr1,6214445,*,0,1
chr1,6214447,*,0,1
chr1,6217463,*,1,1
chr1,6219070,*,1,1
chr1,6219239,*,0,1
chr1,6220336,*,1,1
chr1,6223530,*,1,1
chr1,6264453,*,1,1
chr1,6271005,*,1,1
chr1,6277408,*,1,1
chr1,6280120,*,1,1
chr1,6289846,*,1,1
chr1,6296292,*,1,1
chr1,6296651,*,1,1
chr1,6301092,*,1,1
chr1,6315659,*,1,1
chr1,6323712,*,1,1
chr1,6323778,*,1,1
chr1,6323784,*,1,1
chr1,6347401,*,1,1
chr1,6359003,*,0,1
chr1,6359019,*,0,1
chr1,6359065,*,0,1
chr1,6359083,*,0,2
chr1,6359086,*,0,2
chr1,6359091,*,0,2
chr1,6359126,*,0,1
chr1,6359143,*,0,1
chr1,6359152,*,0,1
chr1,6359161,*,0,1
chr1,6359178,*,0,1
chr1,6359317,*,0,1
chr1,6359323,*,0,1
chr1,6359356,*,0,1
chr1,6359363,*,0,1
chr1,6359380,*,0,1
chr1,6359395,*,0,1
chr1,6359412,*,0,1
chr1,6361624,*,2,2
chr1,6361797,*,0,1
chr1,6374737,*,1,1
chr1,6380804,*,1,1
chr1,6380849,*,1,1
chr1,6380902,*,1,1
chr1,6381306,*,1,1
chr1,6382852,*,0,1
chr1,6382858,*,0,1
chr1,6382874,*,0,1
chr1,6382892,*,0,1
chr1,6382898,*,0,1
chr1,6382900,*,0,1
chr1,6382928,*,0,1
chr1,6382937,*,0,1
chr1,6382940,*,0,1
chr1,6382942,*,0,1
chr1,6382945,*,0,1
chr1,6382954,*,0,1
chr1,6384613,*,1,1
chr1,6384674,*,1,1
chr1,6384852,*,1,1
chr1,6387228,*,1,1
chr1,6393395,*,1,1
chr1,6393411,*,1,1
chr1,6393913,*,1,1
chr1,6399036,*,1,1
chr1,6399050,*,1,1
chr1,6400142,*,1,1
chr1,6400881,*,1,1
chr1,6400894,*,1,1
chr1,6400896,*,1,1
chr1,6400936,*,3,3
chr1,6401483,*,3,3
chr1,6402915,*,1,1
chr1,6402952,*,1,1
chr1,6402956,*,1,1
chr1,6406421,*,1,1
chr1,6406473,*,0,1
chr1,6406852,*,1,1
chr1,6410625,*,1,1
chr1,6410718,*,1,1
chr1,6413644,*,1,1
chr1,6416830,*,1,1
chr1,6423834,*,1,1
chr1,6423847,*,1,1
chr1,6423894,*,1,1
chr1,6423909,*,1,1
chr1,6423927,*,1,1
chr1,6424680,*,1,1
chr1,6430013,*,1,1
chr1,6430195,*,1,1
chr1,6430214,*,1,1
chr1,6430224,*,1,1
chr1,6439971,*,2,2
chr1,6440265,*,2,2
chr1,6440294,*,2,2
chr1,6440297,*,2,2
chr1,6440327,*,2,2
chr1,6441782,*,1,1
chr1,6442085,*,1,1
chr1,6443708,*,1,1
chr1,6444405,*,1,1
chr1,6449323,*,2,2
chr1,6449345,*,4,4
chr1,6455316,*,1,1
chr1,6455500,*,1,1
chr1,6462238,*,1,1
chr1,6462432,*,2,2
chr1,6463985,*,1,1
chr1,6464852,*,0,1
chr1,6464859,*,0,1
chr1,6465332,*,1,1
chr1,6465392,*,1,1
chr1,6483954,*,0,1
chr1,6489582,*,1,1
chr1,6491190,*,1,1
chr1,6500696,*,1,1
chr1,6507447,*,1,1
chr1,6507881,*,1,1
chr1,6517586,*,1,1
chr1,6517688,*,1,1
chr1,6517691,*,1,1
chr1,6518110,*,2,2
chr1,6518113,*,2,2
chr1,6518121,*,2,2
chr1,6518139,*,2,2
chr1,6518164,*,0,2
chr1,6518192,*,2,2
chr1,6519926,*,1,1
chr1,6519930,*,1,1
chr1,6519993,*,1,1
chr1,6538440,*,1,1
chr1,6538502,*,1,1
chr1,6543950,*,1,1
chr1,6568768,*,2,2
chr1,6568782,*,2,2
chr1,6568794,*,0,2
chr1,6586065,*,0,1
chr1,6587913,*,1,1
chr1,6587960,*,1,1
chr1,6588142,*,1,1
chr1,6626806,*,1,1
chr1,6626846,*,1,1
chr1,6633778,*,1,1
chr1,6641472,*,1,1
chr1,6641479,*,1,1
chr1,6652563,*,1,1
chr1,6653854,*,1,1
chr1,6676036,*,1,1
chr1,6684387,*,1,1
chr1,6694759,*,1,1
chr1,6694771,*,1,1
chr1,6695712,*,1,1
chr1,6699801,*,1,1
chr1,6699832,*,1,1
chr1,6699854,*,1,1
chr1,6710980,*,2,2
chr1,6754331,*,1,1
chr1,6760912,*,1,1
chr1,6760937,*,1,1
chr1,6760952,*,1,1
chr1,6760972,*,1,1
chr1,6783113,*,2,2
chr1,6791063,*,2,2
chr1,6792497,*,1,1
chr1,6792507,*,1,1
chr1,6806011,*,3,3
chr1,6811032,*,1,1
chr1,6820744,*,2,2
chr1,6820764,*,2,2
chr1,6820767,*,2,2
chr1,6824367,*,1,1
chr1,6826106,*,1,1
chr1,6826559,*,2,2
chr1,6845369,*,1,1
chr1,6847412,*,1,1
chr1,6850501,*,1,1
chr1,6867073,*,0,1
chr1,6871148,*,1,1
chr1,6873456,*,1,1
chr1,6893881,*,1,1
chr1,6902446,*,1,1
chr1,6902735,*,1,1
chr1,6916724,*,1,1
chr1,6916778,*,1,1
